Station,Region,Lat_North,Long_East,Year,Month,Date,Humidity,Rainfall,Temperature
,,,,2017,August,1-Aug-2017,86,879.9,27.93
,,,,2017,September,1-Sep-2017,84,210.8,28.15
,,,,2017,October,1-Oct-2017,83,232.8,28.15
,,,,2017,November,1-Nov-2017,78.49,79.2,28.555
,,,,2017,December,1-Dec-2017,75,5.8,27.985
,,,,2018,January,1-Jan-2018,74,0,27.5
,,,,2018,February,1-Feb-2018,76,0.9,27
,,,,2018,March,1-Mar-2018,71,18.4,28
,,,,2018,April,1-Apr-2018,73,51.5,28.9
,,,,2018,May,1-May-2018,74,39.9,30
,,,,2018,June,1-Jun-2018,86,1020,27.8
,,,,2018,July,1-Jul-2018,89,1241.5,27
,,,,2018,August,1-Aug-2018,88,1009.4,27.4
,,,,2018,September,1-Sep-2018,84,500.1,27.6
,,,,2018,October,1-Oct-2018,NA,145.6,28
,,,,2018,November,1-Nov-2018,75,0,28.1
,,,,2018,December,1-Dec-2018,74,40,27.8
"INFANTA, QUEZON",Region4A,14.74663611,121.64903333,2013,January,1-Jan-2013,87,477.3,25.2
,,,,2013,February,1-Feb-2013,86,345.4,26.2
,,,,2013,March,1-Mar-2013,86,254.3,26.7
,,,,2013,April,1-Apr-2013,80,21.3,28.6
,,,,2013,May,1-May-2013,81,189.3,29.2
,,,,2013,June,1-Jun-2013,81,306.6,29.3
,,,,2013,July,1-Jul-2013,86,626.2,28
,,,,2013,August,1-Aug-2013,83,NA,28.3
,,,,2013,September,1-Sep-2013,87,300.7,27.7
,,,,2013,October,1-Oct-2013,85,243.6,27.1
,,,,2013,November,1-Nov-2013,91,747.5,26.7
,,,,2013,December,1-Dec-2013,92,809.4,25.7
,,,,2014,January,1-Jan-2014,84,176.7,24.4
,,,,2014,February,1-Feb-2014,87,74,24.7
,,,,2014,March,1-Mar-2014,88,169.7,26
,,,,2014,April,1-Apr-2014,84,62.1,27.7
,,,,2014,May,1-May-2014,84,127.7,28.8
,,,,2014,June,1-Jun-2014,82,37.7,29.6
,,,,2014,July,1-Jul-2014,83,127.7,28.8
,,,,2014,August,1-Aug-2014,83,336.8,28.3
,,,,2014,September,1-Sep-2014,86,140.7,27.7
,,,,2014,October,1-Oct-2014,89,755.9,27.2
,,,,2014,November,1-Nov-2014,89,428.4,26.8
,,,,2014,December,1-Dec-2014,91,517.9,25.6
,,,,2015,January,1-Jan-2015,89,199.3,22.4
,,,,2015,February,1-Feb-2015,87,168.7,25
,,,,2015,March,1-Mar-2015,87,189.6,26
,,,,2015,April,1-Apr-2015,86,43.9,27.6
,,,,2015,May,1-May-2015,85,55.4,28.7
,,,,2015,June,1-Jun-2015,86,111.1,28.8
,,,,2015,July,1-Jul-2015,82,109.4,28.6
,,,,2015,August,1-Aug-2015,85,113.5,28.6
,,,,2015,September,1-Sep-2015,87,182.4,28.2
,,,,2015,October,1-Oct-2015,85,337.8,27.9
,,,,2015,November,1-Nov-2015,90,295.2,27.7
,,,,2015,December,1-Dec-2015,91,1008.2,26.7
,,,,2016,January,1-Jan-2016,90,161,26.4
,,,,2016,February,1-Feb-2016,89,332.9,25.6
,,,,2016,March,1-Mar-2016,91,266.3,26.4
,,,,2016,April,1-Apr-2016,86,58.5,28.4
,,,,2016,May,1-May-2016,88,192.3,29
,,,,2016,June,1-Jun-2016,86,286.3,29
,,,,2016,July,1-Jul-2016,86,92.4,28.8
,,,,2016,August,1-Aug-2016,86,187.6,29.3
,,,,2016,September,1-Sep-2016,88,239,28.8
,,,,2016,October,1-Oct-2016,90,484.8,27.8
,,,,2016,November,1-Nov-2016,92,447.4,26.8
,,,,2016,December,1-Dec-2016,93,856.3,25.6
,,,,2017,January,1-Jan-2017,91,473.5,25.02
,,,,2017,February,1-Feb-2017,90,515.1,24.62
,,,,2017,March,1-Mar-2017,89,179.8,25.85
,,,,2017,April,1-Apr-2017,88,167.6,26.905
,,,,2017,May,1-May-2017,88,241.8,28.315
,,,,2017,June,1-Jun-2017,86,175.5,28.23
,,,,2017,July,1-Jul-2017,88,366.8,27.33
,,,,2017,August,1-Aug-2017,85,198,28.23
,,,,2017,September,1-Sep-2017,88,376.6,27.6
,,,,2017,October,1-Oct-2017,91,651.9,26.6
,,,,2017,November,1-Nov-2017,91.76,683.7,26.475
,,,,2017,December,1-Dec-2017,92,991.7,25.05
,,,,2018,January,1-Jan-2018,91,460.7,25
,,,,2018,February,1-Feb-2018,90,230.3,25.4
,,,,2018,March,1-Mar-2018,87,250.1,25.8
,,,,2018,April,1-Apr-2018,87,114.6,27.1
,,,,2018,May,1-May-2018,87,147.1,28.2
,,,,2018,June,1-Jun-2018,84,125,28.1
,,,,2018,July,1-Jul-2018,82,103.3,28
,,,,2018,August,1-Aug-2018,82,137.1,28.3
,,,,2018,September,1-Sep-2018,87,197.2,27.2
,,,,2018,October,1-Oct-2018,85,177,26.9
,,,,2018,November,1-Nov-2018,86,143.7,26.5
,,,,2018,December,1-Dec-2018,91,745.7,25.3
"ITBAYAT, BATANES",Region02,20.80143333,121.85141667,2013,January,1-Jan-2013,82,180.6,21
,,,,2013,February,1-Feb-2013,84,54.1,22.8
,,,,2013,March,1-Mar-2013,84,20.3,24.1
,,,,2013,April,1-Apr-2013,87,69.4,24.8
,,,,2013,May,1-May-2013,87,126.8,27.1
,,,,2013,June,1-Jun-2013,84,86.6,29.2
,,,,2013,July,1-Jul-2013,85,248.6,28.3
,,,,2013,August,1-Aug-2013,87,398.5,28.1
,,,,2013,September,1-Sep-2013,88,420.4,27.5
,,,,2013,October,1-Oct-2013,80,52.1,25.7
,,,,2013,November,1-Nov-2013,84,117.3,24.3
,,,,2013,December,1-Dec-2013,85,179.5,21.3
,,,,2014,January,1-Jan-2014,74,27.6,19.8
,,,,2014,February,1-Feb-2014,83,33.7,21.1
,,,,2014,March,1-Mar-2014,87,7.2,22
,,,,2014,April,1-Apr-2014,85,9.8,25
,,,,2014,May,1-May-2014,88,105.4,27.9
,,,,2014,June,1-Jun-2014,90,389,28.2
,,,,2014,July,1-Jul-2014,89,161.8,28.4
,,,,2014,August,1-Aug-2014,90,102.6,27.8
,,,,2014,September,1-Sep-2014,90,301.4,27.5
,,,,2014,October,1-Oct-2014,85,123.1,25.7
,,,,2014,November,1-Nov-2014,87,118.6,24.3
,,,,2014,December,1-Dec-2014,87,119.2,20.7
,,,,2015,January,1-Jan-2015,81,80.1,20.3
,,,,2015,February,1-Feb-2015,86,45.8,21.3
,,,,2015,March,1-Mar-2015,85,74.5,23
,,,,2015,April,1-Apr-2015,89,87.4,25.1
,,,,2015,May,1-May-2015,91,358,27.1
,,,,2015,June,1-Jun-2015,88,8.4,29.1
,,,,2015,July,1-Jul-2015,89,306.8,27.8
,,,,2015,August,1-Aug-2015,89,217.4,27.9
,,,,2015,September,1-Sep-2015,87,35.9,27.3
,,,,2015,October,1-Oct-2015,89,291.7,25.6
,,,,2015,November,1-Nov-2015,91,226.8,25.4
,,,,2015,December,1-Dec-2015,89,73.3,23.5
,,,,2016,January,1-Jan-2016,87,375.4,22.6
,,,,2016,February,1-Feb-2016,87,113.2,21.1
,,,,2016,March,1-Mar-2016,88,44.5,22.3
,,,,2016,April,1-Apr-2016,88,18.5,27
,,,,2016,May,1-May-2016,89,132.4,28.1
,,,,2016,June,1-Jun-2016,89,170.2,28.8
,,,,2016,July,1-Jul-2016,89,425.3,28.5
,,,,2016,August,1-Aug-2016,91,262.4,28.2
,,,,2016,September,1-Sep-2016,91,724.5,27.4
,,,,2016,October,1-Oct-2016,91,518.9,26.9
,,,,2016,November,1-Nov-2016,NA,NA,NA
,,,,2016,December,1-Dec-2016,NA,NA,NA
,,,,2017,January,1-Jan-2017,86.44,96.5,21.89
,,,,2017,February,1-Feb-2017,84.74,37.3,21.255
,,,,2017,March,1-Mar-2017,85,12.5,22.62
,,,,2017,April,1-Apr-2017,86.79,37.6,24.785
,,,,2017,May,1-May-2017,91.61,529.6,27.15
,,,,2017,June,1-Jun-2017,89.19,26.7,28.965
,,,,2017,July,1-Jul-2017,89.2,304.4,28.29
,,,,2017,August,1-Aug-2017,90.49,337.5,28.08
,,,,2017,September,1-Sep-2017,91,124.4,28.15
,,,,2017,October,1-Oct-2017,86.73,268,26.25
,,,,2017,November,1-Nov-2017,91.09,343.5,25.3
,,,,2017,December,1-Dec-2017,87,155.5,21.045
,,,,2018,January,1-Jan-2018,89,111.1,21.1
,,,,2018,February,1-Feb-2018,88,104.1,21.1
,,,,2018,March,1-Mar-2018,84,10.8,22.4
,,,,2018,April,1-Apr-2018,86,5.9,24.3
,,,,2018,May,1-May-2018,86,22.4,27.8
,,,,2018,June,1-Jun-2018,91,454.2,27.9
,,,,2018,July,1-Jul-2018,91,214.9,27.5
,,,,2018,August,1-Aug-2018,93,869.1,27.1
,,,,2018,September,1-Sep-2018,92,388.4,27
,,,,2018,October,1-Oct-2018,88,45.9,25.2
,,,,2018,November,1-Nov-2018,89,62.3,24.7
,,,,2018,December,1-Dec-2018,81,180.5,23.4
"LAOAG CITY, ILOCOS NORTE",Region01,18.18293056,120.53439444,2013,January,1-Jan-2013,76,7.6,24.9
,,,,2013,February,1-Feb-2013,77,0,26.5
,,,,2013,March,1-Mar-2013,74,0,27.7
,,,,2013,April,1-Apr-2013,78,98.6,28.5
,,,,2013,May,1-May-2013,81,186.2,28.8
,,,,2013,June,1-Jun-2013,82,203.7,29.1
,,,,2013,July,1-Jul-2013,86,145.4,28.4
,,,,2013,August,1-Aug-2013,89,752.1,27.6
,,,,2013,September,1-Sep-2013,85,376.5,27.9
,,,,2013,October,1-Oct-2013,78,174.6,27.1
,,,,2013,November,1-Nov-2013,78,8.1,27.2
,,,,2013,December,1-Dec-2013,77,41.7,26
,,,,2014,January,1-Jan-2014,70,0,23.3
,,,,2014,February,1-Feb-2014,77,4.4,24.3
,,,,2014,March,1-Mar-2014,76,0,26.3
,,,,2014,April,1-Apr-2014,73,0,27.8
,,,,2014,May,1-May-2014,71,0.3,29.3
,,,,2014,June,1-Jun-2014,81,516.8,28.4
,,,,2014,July,1-Jul-2014,85,266.8,28.2
,,,,2014,August,1-Aug-2014,87,325.2,27.4
,,,,2014,September,1-Sep-2014,85,646.2,27.8
,,,,2014,October,1-Oct-2014,76,11.7,27.4
,,,,2014,November,1-Nov-2014,71,4.2,27.2
,,,,2014,December,1-Dec-2014,68,0,26.4
,,,,2015,January,1-Jan-2015,70,T,24.1
,,,,2015,February,1-Feb-2015,72,1.6,24.9
,,,,2015,March,1-Mar-2015,72,T,26.1
,,,,2015,April,1-Apr-2015,72,10,27.8
,,,,2015,May,1-May-2015,77,84.5,28.5
,,,,2015,June,1-Jun-2015,78,147.4,29.2
,,,,2015,July,1-Jul-2015,86,601.9,27
,,,,2015,August,1-Aug-2015,84,722,27.8
,,,,2015,September,1-Sep-2015,83,105.2,28
,,,,2015,October,1-Oct-2015,NA,NA,NA
,,,,2015,November,1-Nov-2015,76,0,27.2
,,,,2015,December,1-Dec-2015,79,24.4,26
,,,,2016,January,1-Jan-2016,77,6,25.36
,,,,2016,February,1-Feb-2016,74,4,25.2
,,,,2016,March,1-Mar-2016,78,1.6,26.5
,,,,2016,April,1-Apr-2016,77,0,28.3
,,,,2016,May,1-May-2016,76,181.6,29.7
,,,,2016,June,1-Jun-2016,83,158.6,28.9
,,,,2016,July,1-Jul-2016,76,282.6,28.4
,,,,2016,August,1-Aug-2016,89,1032.6,27.4
,,,,2016,September,1-Sep-2016,85,360.6,27.8
,,,,2016,October,1-Oct-2016,83,206.1,28
,,,,2016,November,1-Nov-2016,75,75.7,27.4
,,,,2016,December,1-Dec-2016,74,11.7,27.1
,,,,2017,January,1-Jan-2017,70.1,0.8,25.87
,,,,2017,February,1-Feb-2017,66.1,0.8,25.9
,,,,2017,March,1-Mar-2017,71.1,0,26.815
,,,,2017,April,1-Apr-2017,73.5,24.2,27.805
,,,,2017,May,1-May-2017,80.6,232.6,28.535
,,,,2017,June,1-Jun-2017,79.8,131.2,29.195
,,,,2017,July,1-Jul-2017,84.5,447.1,28.415
,,,,2017,August,1-Aug-2017,86.4,352.8,27.93
,,,,2017,September,1-Sep-2017,83.2,306,28.215
,,,,2017,October,1-Oct-2017,80.5,145,27.795
,,,,2017,November,1-Nov-2017,78.5,18.9,27.955
,,,,2017,December,1-Dec-2017,68.4,1.8,26.36
,,,,2018,January,1-Jan-2018,74,3,26.1
,,,,2018,February,1-Feb-2018,74,0,25.8
,,,,2018,March,1-Mar-2018,67,0,26.4
,,,,2018,April,1-Apr-2018,72,0,28.1
,,,,2018,May,1-May-2018,74,32.4,29.7
,,,,2018,June,1-Jun-2018,84,648.8,28.2
,,,,2018,July,1-Jul-2018,84,433.6,27.7
,,,,2018,August,1-Aug-2018,87,1037.2,27.3
,,,,2018,September,1-Sep-2018,84,336.9,27.4
,,,,2018,October,1-Oct-2018,74,14.8,27.5
,,,,2018,November,1-Nov-2018,74,0,27.2
,,,,2018,December,1-Dec-2018,73,0,26.9
"LEGASPI CITY, ALBAY",Region05,13.15079167,123.72840556,2013,January,1-Jan-2013,84,439.5,26
,,,,2013,February,1-Feb-2013,83,283.5,26.8
,,,,2013,March,1-Mar-2013,83,198.1,27.1
,,,,2013,April,1-Apr-2013,79,49.8,28.5
,,,,2013,May,1-May-2013,81,113.9,29.4
,,,,2013,June,1-Jun-2013,83,286.8,28.8
,,,,2013,July,1-Jul-2013,85,344.3,28.3
,,,,2013,August,1-Aug-2013,85,310.1,27.9
,,,,2013,September,1-Sep-2013,85,248,28
,,,,2013,October,1-Oct-2013,83,171.2,27.5
,,,,2013,November,1-Nov-2013,86,658,27.2
,,,,2013,December,1-Dec-2013,87,452.6,26.9
,,,,2014,January,1-Jan-2014,81,114.3,25
,,,,2014,February,1-Feb-2014,81,47.8,25.9
,,,,2014,March,1-Mar-2014,82,322.3,26.9
,,,,2014,April,1-Apr-2014,81,120.5,28
,,,,2014,May,1-May-2014,77,32.6,29.9
,,,,2014,June,1-Jun-2014,78,156.1,29.8
,,,,2014,July,1-Jul-2014,84,443.1,28.3
,,,,2014,August,1-Aug-2014,79,264.1,28.9
,,,,2014,September,1-Sep-2014,83,342,27.9
,,,,2014,October,1-Oct-2014,85,303.9,27.7
,,,,2014,November,1-Nov-2014,86,324.4,27.7
,,,,2014,December,1-Dec-2014,89,825.1,26.6
,,,,2015,January,1-Jan-2015,85,403.5,24.5
,,,,2015,February,1-Feb-2015,84,135.7,26.1
,,,,2015,March,1-Mar-2015,86,150.1,25.7
,,,,2015,April,1-Apr-2015,82,74.5,28.2
,,,,2015,May,1-May-2015,80,89.2,29.1
,,,,2015,June,1-Jun-2015,83,307.7,29.2
,,,,2015,July,1-Jul-2015,82,203.6,28.4
,,,,2015,August,1-Aug-2015,84,169.8,28.7
,,,,2015,September,1-Sep-2015,83,238.3,28.9
,,,,2015,October,1-Oct-2015,84,245.5,28.3
,,,,2015,November,1-Nov-2015,86,436.5,28.1
,,,,2015,December,1-Dec-2015,88,559.9,27.4
,,,,2016,January,1-Jan-2016,85,123.5,27
,,,,2016,February,1-Feb-2016,86,332.5,26.6
,,,,2016,March,1-Mar-2016,85,140.7,27.8
,,,,2016,April,1-Apr-2016,80,88.3,29.2
,,,,2016,May,1-May-2016,80,79,29.9
,,,,2016,June,1-Jun-2016,82,195.6,29.7
,,,,2016,July,1-Jul-2016,83,211.8,29
,,,,2016,August,1-Aug-2016,83,132.3,29.3
,,,,2016,September,1-Sep-2016,82,197.6,29.3
,,,,2016,October,1-Oct-2016,86,572.8,28.3
,,,,2016,November,1-Nov-2016,85,449.7,27.8
,,,,2016,December,1-Dec-2016,87,621.5,27.5
,,,,2017,January,1-Jan-2017,85,578.9,26.685
,,,,2017,February,1-Feb-2017,81,177.4,26.75
,,,,2017,March,1-Mar-2017,81,230.5,27.55
,,,,2017,April,1-Apr-2017,80.01,129.6,28.48
,,,,2017,May,1-May-2017,81,188.5,29.77
,,,,2017,June,1-Jun-2017,80,75.9,29.745
,,,,2017,July,1-Jul-2017,85.32,297.1,28.415
,,,,2017,August,1-Aug-2017,83,178.8,29.2
,,,,2017,September,1-Sep-2017,84,219.8,28.9
,,,,2017,October,1-Oct-2017,84.1,446.1,28.3
,,,,2017,November,1-Nov-2017,85.99,472.9,28.28
,,,,2017,December,1-Dec-2017,86,849.4,27.27
,,,,2018,January,1-Jan-2018,87,739.5,26.7
,,,,2018,February,1-Feb-2018,84,500.8,27.1
,,,,2018,March,1-Mar-2018,79,93.2,27.8
,,,,2018,April,1-Apr-2018,79,147.6,28.8
,,,,2018,May,1-May-2018,81,191.3,29.5
,,,,2018,June,1-Jun-2018,81,138.7,29.1
,,,,2018,July,1-Jul-2018,83,209.1,28.6
,,,,2018,August,1-Aug-2018,81,168.6,28.8
,,,,2018,September,1-Sep-2018,84,438.8,28.5
,,,,2018,October,1-Oct-2018,82,61.2,28.3
,,,,2018,November,1-Nov-2018,83,317.8,28.2
,,,,2018,December,1-Dec-2018,86,1027.1,27.5
"MAASIN, SOUTHERN LEYTE",Region08,10.13900833,124.8604,2013,January,1-Jan-2013,87,329.1,24.6
,,,,2013,February,1-Feb-2013,87,380.4,25.7
,,,,2013,March,1-Mar-2013,83,47.2,27.4
,,,,2013,April,1-Apr-2013,80,23.8,29
,,,,2013,May,1-May-2013,81,132.9,29.3
,,,,2013,June,1-Jun-2013,89,226.4,27.7
,,,,2013,July,1-Jul-2013,88,319.3,27.3
,,,,2013,August,1-Aug-2013,89,384,27
,,,,2013,September,1-Sep-2013,87,125.8,27.5
,,,,2013,October,1-Oct-2013,87,169.6,27
,,,,2013,November,1-Nov-2013,86,377.4,27.1
,,,,2013,December,1-Dec-2013,87,124.5,27.5
,,,,2014,January,1-Jan-2014,90,705.4,25
,,,,2014,February,1-Feb-2014,86,103.8,25.9
,,,,2014,March,1-Mar-2014,87,391.5,26.7
,,,,2014,April,1-Apr-2014,85,137.5,27.7
,,,,2014,May,1-May-2014,82,53,29.5
,,,,2014,June,1-Jun-2014,86,355.9,28.6
,,,,2014,July,1-Jul-2014,88,331.5,27.7
,,,,2014,August,1-Aug-2014,83,336.8,28.3
,,,,2014,September,1-Sep-2014,88,295.6,27.2
,,,,2014,October,1-Oct-2014,88,282.9,27.5
,,,,2014,November,1-Nov-2014,87,172.3,27.4
,,,,2014,December,1-Dec-2014,90,511.8,26.5
,,,,2015,January,1-Jan-2015,90,423.9,25.6
,,,,2015,February,1-Feb-2015,86,53.7,26.3
,,,,2015,March,1-Mar-2015,78,24.6,27.3
,,,,2015,April,1-Apr-2015,78,4.8,28.8
,,,,2015,May,1-May-2015,75,28.8,29.1
,,,,2015,June,1-Jun-2015,83,302,28
,,,,2015,July,1-Jul-2015,82,203.6,27.6
,,,,2015,August,1-Aug-2015,NA,210.8,27.7
,,,,2015,September,1-Sep-2015,NA,194.2,27.4
,,,,2015,October,1-Oct-2015,NA,272.5,27.9
,,,,2015,November,1-Nov-2015,85,169.1,27.5
,,,,2015,December,1-Dec-2015,86,291.7,27.1
,,,,2016,January,1-Jan-2016,85,191,27
,,,,2016,February,1-Feb-2016,85,119,26.9
,,,,2016,March,1-Mar-2016,81,2,28.5
,,,,2016,April,1-Apr-2016,77,66.6,29.6
,,,,2016,May,1-May-2016,78,105.4,29.6
,,,,2016,June,1-Jun-2016,83,122.4,28.5
,,,,2016,July,1-Jul-2016,83,373.2,27.7
,,,,2016,August,1-Aug-2016,84,169.4,28.1
,,,,2016,September,1-Sep-2016,86,340.6,27.4
,,,,2016,October,1-Oct-2016,86,474.8,27.3
,,,,2016,November,1-Nov-2016,86,603.6,26.7
,,,,2016,December,1-Dec-2016,85,198,27.1
,,,,2017,January,1-Jan-2017,89,661,25.65
,,,,2017,February,1-Feb-2017,84.83,221.1,26.09
,,,,2017,March,1-Mar-2017,84.28,238.8,26.405
,,,,2017,April,1-Apr-2017,83.06,217,27.43
,,,,2017,May,1-May-2017,82.67,115.8,28.4
,,,,2017,June,1-Jun-2017,82,127.8,28.26
,,,,2017,July,1-Jul-2017,85.47,264.8,27.175
,,,,2017,August,1-Aug-2017,85.22,405.8,27.58
,,,,2017,September,1-Sep-2017,85,414.6,27.49
,,,,2017,October,1-Oct-2017,86.35,368.3,27.17
,,,,2017,November,1-Nov-2017,84.38,233.6,27.635
,,,,2017,December,1-Dec-2017,87,377,26.395
,,,,2018,January,1-Jan-2018,88,605.6,26
,,,,2018,February,1-Feb-2018,84,516,26.6
,,,,2018,March,1-Mar-2018,83,166.8,26.8
,,,,2018,April,1-Apr-2018,84,133.6,27.6
,,,,2018,May,1-May-2018,84,65.8,28.4
,,,,2018,June,1-Jun-2018,87,313,27.4
,,,,2018,July,1-Jul-2018,87,313.4,27.3
,,,,2018,August,1-Aug-2018,88,185.8,27.4
,,,,2018,September,1-Sep-2018,90,274,26.6
,,,,2018,October,1-Oct-2018,88,135,27.5
,,,,2018,November,1-Nov-2018,89,277.9,26.3
,,,,2018,December,1-Dec-2018,89,419.8,26.3
"MACTAN INTERNATIONAL AIRPORT, CEBU",Region07,10.32244444,123.98013056,2013,January,1-Jan-2013,83,124.7,27.1
,,,,2013,February,1-Feb-2013,83,145.6,27.2
,,,,2013,March,1-Mar-2013,78,3.8,28.5
,,,,2013,April,1-Apr-2013,75,15.8,29.5
,,,,2013,May,1-May-2013,78,157.1,29.5
,,,,2013,June,1-Jun-2013,84,322.7,28.7
,,,,2013,July,1-Jul-2013,82,280.7,28.3
,,,,2013,August,1-Aug-2013,81,218,28.2
,,,,2013,September,1-Sep-2013,78,63.2,29.1
,,,,2013,October,1-Oct-2013,79,111.7,28.4
,,,,2013,November,1-Nov-2013,83,156.7,27.9
,,,,2013,December,1-Dec-2013,82,56,28.1
,,,,2014,January,1-Jan-2014,83,270.7,25.7
,,,,2014,February,1-Feb-2014,80,10.2,26.6
,,,,2014,March,1-Mar-2014,79,98.8,27.2
,,,,2014,April,1-Apr-2014,79,67.8,28.4
,,,,2014,May,1-May-2014,77,63.3,29.7
,,,,2014,June,1-Jun-2014,80,164.9,29.5
,,,,2014,July,1-Jul-2014,83,246.5,28.2
,,,,2014,August,1-Aug-2014,80,262.1,28.7
,,,,2014,September,1-Sep-2014,83,NA,27.8
,,,,2014,October,1-Oct-2014,82,317.1,28
,,,,2014,November,1-Nov-2014,79,115.8,28.3
,,,,2014,December,1-Dec-2014,82,173.1,27.3
,,,,2015,January,1-Jan-2015,80,81.5,26.7
,,,,2015,February,1-Feb-2015,75,87.9,26.8
,,,,2015,March,1-Mar-2015,72,34.7,27.6
,,,,2015,April,1-Apr-2015,71,42.4,29
,,,,2015,May,1-May-2015,71,18,29.8
,,,,2015,June,1-Jun-2015,79,227.7,28.9
,,,,2015,July,1-Jul-2015,78,152.1,28.3
,,,,2015,August,1-Aug-2015,80,194.7,28.4
,,,,2015,September,1-Sep-2015,82,228.2,28.1
,,,,2015,October,1-Oct-2015,78,125.9,28.5
,,,,2015,November,1-Nov-2015,77,34,28.8
,,,,2015,December,1-Dec-2015,79,98.4,28
,,,,2016,January,1-Jan-2016,77,116.4,27.6
,,,,2016,February,1-Feb-2016,78,90.6,27.4
,,,,2016,March,1-Mar-2016,72,4.3,28.4
,,,,2016,April,1-Apr-2016,71,1.2,29.9
,,,,2016,May,1-May-2016,74,166.1,30.1
,,,,2016,June,1-Jun-2016,78,214.2,29.1
,,,,2016,July,1-Jul-2016,80,378.6,28.8
,,,,2016,August,1-Aug-2016,74,21,29.6
,,,,2016,September,1-Sep-2016,80,240.3,29.1
,,,,2016,October,1-Oct-2016,83,401.2,28.5
,,,,2016,November,1-Nov-2016,80,159.7,28
,,,,2016,December,1-Dec-2016,82,189.7,28
,,,,2017,January,1-Jan-2017,83.27,282.4,26.995
,,,,2017,February,1-Feb-2017,77.86,41.1,27.095
,,,,2017,March,1-Mar-2017,78,93.9,27.64
,,,,2017,April,1-Apr-2017,78.77,224.7,28.27
,,,,2017,May,1-May-2017,79,75.4,29.415
,,,,2017,June,1-Jun-2017,79,202.8,29.04
,,,,2017,July,1-Jul-2017,82,198.8,28.3
,,,,2017,August,1-Aug-2017,80,230.5,28.79
,,,,2017,September,1-Sep-2017,83.39,358,28.485
,,,,2017,October,1-Oct-2017,81,171.1,28.265
,,,,2017,November,1-Nov-2017,81,125.8,28.56
,,,,2017,December,1-Dec-2017,82.25,130,27.735
,,,,2018,January,1-Jan-2018,83,239.5,27.3
,,,,2018,February,1-Feb-2018,79,142.6,27.5
,,,,2018,March,1-Mar-2018,77,69.9,28.2
,,,,2018,April,1-Apr-2018,76,74.9,29
,,,,2018,May,1-May-2018,76,98.9,29.7
,,,,2018,June,1-Jun-2018,77,115.8,29.2
,,,,2018,July,1-Jul-2018,75,148.1,29.1
,,,,2018,August,1-Aug-2018,73,44.2,29.4
,,,,2018,September,1-Sep-2018,78,195.7,28.6
,,,,2018,October,1-Oct-2018,78,223.6,28.6
,,,,2018,November,1-Nov-2018,80,78.8,28
,,,,2018,December,1-Dec-2018,82,184.6,27.6
"MALAYBALAY, BUKIDNON",Region10,8.15133333,125.1339,2013,January,1-Jan-2013,91,409.1,23.1
,,,,2013,February,1-Feb-2013,87,222.9,23.3
,,,,2013,March,1-Mar-2013,84,105.9,24.2
,,,,2013,April,1-Apr-2013,85,234.9,24.6
,,,,2013,May,1-May-2013,83,184.8,25.1
,,,,2013,June,1-Jun-2013,90,313.5,24
,,,,2013,July,1-Jul-2013,89,326.8,23.8
,,,,2013,August,1-Aug-2013,90,313.4,23.7
,,,,2013,September,1-Sep-2013,89,159.5,24.4
,,,,2013,October,1-Oct-2013,92,325.8,23.9
,,,,2013,November,1-Nov-2013,91,250,23.7
,,,,2013,December,1-Dec-2013,89,86.2,24.5
,,,,2014,January,1-Jan-2014,91,389.3,22.6
,,,,2014,February,1-Feb-2014,87,84.4,23.5
,,,,2014,March,1-Mar-2014,86,132.8,24.3
,,,,2014,April,1-Apr-2014,85,69.5,25.1
,,,,2014,May,1-May-2014,84,109.9,25.5
,,,,2014,June,1-Jun-2014,90,281.3,25
,,,,2014,July,1-Jul-2014,91,265.1,23.8
,,,,2014,August,1-Aug-2014,89,475.7,24.3
,,,,2014,September,1-Sep-2014,90,169.5,23.9
,,,,2014,October,1-Oct-2014,90,195.4,24.2
,,,,2014,November,1-Nov-2014,88,320.6,24.4
,,,,2014,December,1-Dec-2014,88,259.3,24.2
,,,,2015,January,1-Jan-2015,89,229.1,23.8
,,,,2015,February,1-Feb-2015,86,73.6,23.5
,,,,2015,March,1-Mar-2015,80,23,24.1
,,,,2015,April,1-Apr-2015,81,67,25.3
,,,,2015,May,1-May-2015,NA,NA,NA
,,,,2015,June,1-Jun-2015,90,268.1,24.5
,,,,2015,July,1-Jul-2015,90,216.7,23.4
,,,,2015,August,1-Aug-2015,91,324.8,24.1
,,,,2015,September,1-Sep-2015,92,358,24.2
,,,,2015,October,1-Oct-2015,86,75.9,24.9
,,,,2015,November,1-Nov-2015,86,128.8,24.8
,,,,2015,December,1-Dec-2015,83,158.9,24.5
,,,,2016,January,1-Jan-2016,80,53.3,23.8
,,,,2016,February,1-Feb-2016,77,17,24.3
,,,,2016,March,1-Mar-2016,75,5.7,25.3
,,,,2016,April,1-Apr-2016,78,32.6,26.3
,,,,2016,May,1-May-2016,82,300.6,26.2
,,,,2016,June,1-Jun-2016,87,352.9,25.5
,,,,2016,July,1-Jul-2016,88,439.4,24.6
,,,,2016,August,1-Aug-2016,89,282,24.2
,,,,2016,September,1-Sep-2016,89,350.5,24.3
,,,,2016,October,1-Oct-2016,89,234,24.5
,,,,2016,November,1-Nov-2016,88,220,24.2
,,,,2016,December,1-Dec-2016,88,279.1,24.5
,,,,2017,January,1-Jan-2017,90,510.7,23.505
,,,,2017,February,1-Feb-2017,87,157,23.67
